train_L,train_nll,train_kld,train_mmd
30.703898747762043,3.0630366007486978,1.3855580886205037,0.06027944882710775
30.370554606119793,3.032198905944824,1.4413654804229736,0.034497578938802086
30.11541493733724,3.007514476776123,1.0375618537267048,0.030197302500406902
29.899761199951172,2.9865667819976807,1.1670276323954265,0.022649129231770832
29.721453348795574,2.96950626373291,1.593981663386027,0.010556817054748535
29.588062286376953,2.9559477965037027,1.880397359530131,0.009879112243652344
29.477624257405598,2.9450910886128745,1.8190204699834187,0.008608778317769369
29.379980087280273,2.9355005423227944,1.839412013689677,0.006646196047465007
29.30379803975423,2.9277967611948648,1.8946887254714966,0.006953517595926921
29.2207514444987,2.9195516109466553,1.856011152267456,0.006742556889851888
29.144264856974285,2.912066698074341,1.9304582277933757,0.004336635271708171
29.071698506673176,2.904580990473429,1.9607525666554768,0.006344834963480632
28.97877820332845,2.8955740928649902,1.8639134168624878,0.00444193681081136
28.89070701599121,2.8868424892425537,1.8415764570236206,0.00390621026357015
28.792640686035156,2.8768978118896484,1.8349049091339111,0.005367755889892578
28.672892888387043,2.8648051420847573,1.772230863571167,0.007191697756449382
28.552101771036785,2.852983554204305,1.7928638458251953,0.004381895065307617
28.398954391479492,2.837490717569987,1.8731598059336345,0.005368908246358235
28.243215560913086,2.8219591776529946,1.81789497534434,0.005500117937723796
28.03658167521159,2.80143666267395,1.8469332456588745,0.0037832260131835938
27.811058044433594,2.7782561779022217,1.8516099850336711,0.010080615679423014
27.519508997599285,2.7496074040730796,1.8504284222920735,0.004980882008870442
27.181503931681316,2.7157764434814453,1.8896465301513672,0.0048914750417073565
26.762502670288086,2.6735610167185464,1.9334020614624023,0.007634480794270833
26.265869140625,2.624011278152466,1.8924918174743652,0.00690003236134847
25.83526674906413,2.5808438460032144,1.9004814227422078,0.007903019587198893
25.424336751302082,2.5393053690592446,1.970704436302185,0.011693477630615234
25.098997751871746,2.5068034331003823,1.9830782413482666,0.011245528856913248
24.77581532796224,2.474745829900106,2.005197803179423,0.00838923454284668
24.4591801961263,2.4425817330678306,2.1129867235819497,0.01235667864481608
24.183047612508137,2.4153303305308023,2.1078590552012124,0.008754094441731771
23.9022159576416,2.387183348337809,2.136400063832601,0.009109258651733398
23.679012298583984,2.3644025325775146,2.203089872996012,0.01308612028757731
23.445589701334637,2.341320276260376,2.155987819035848,0.010936737060546875
23.217330932617188,2.3187077840169272,2.2503209114074707,0.007829387982686361
