train_L,train_nll,train_kld,train_mmd
3.207007122039795,3.017601728439331,1.9345855951309203,0.03408006429672241
3.040376877784729,2.9354466438293456,1.7425660133361816,0.0175359845161438
2.9681578874588013,2.8877595186233522,1.8704020261764527,0.012363600730895995
2.9283319234848024,2.851080822944641,2.262666392326355,0.010946786403656006
2.8810128927230836,2.8064446210861207,2.405056190490723,0.010123789310455322
2.805610990524292,2.741304063796997,2.552898669242859,0.007771122455596924
2.692502474784851,2.6330073356628416,2.6084338188171388,0.006695544719696045
2.5301353454589846,2.4772980213165283,2.7022082805633545,0.005173397064208984
2.412425398826599,2.359923267364502,2.7343883991241453,0.005041742324829101
2.3282161712646485,2.281181883811951,2.737918257713318,0.003938901424407959
2.2693574905395506,2.22086124420166,2.735164213180542,0.0042373895645141605
2.219402623176575,2.172822284698486,2.7083964586257934,0.00390709638595581
2.181696128845215,2.1352795600891112,2.738580107688904,0.003813779354095459
2.1500863790512086,2.1042898178100584,2.7560803174972532,0.0036544561386108398
2.1240171909332277,2.0772136449813843,2.7905975341796876,0.003787076473236084
2.0975682020187376,2.0514710783958434,2.8246135234832765,0.0035773515701293945
2.0805896043777468,2.0310808539390566,2.8946927547454835,0.00412060022354126
2.0614827513694762,2.0138328433036805,2.854537034034729,0.003828573226928711
2.042803502082825,1.9973291754722595,2.910729169845581,0.0032799601554870605
2.030974805355072,1.9821646213531494,2.9095391988754273,0.003950858116149902
2.0123528838157654,1.9669472813606261,2.9449487924575806,0.0031976222991943358
1.9978742837905883,1.9533914923667908,2.921544671058655,0.0030595898628234864
1.9884072303771974,1.942153310775757,2.911971664428711,0.003433716297149658
1.9769418239593506,1.9333479285240174,2.901237440109253,0.0029221534729003905
1.9676820755004882,1.9225286483764648,2.9164829730987547,0.0032041311264038087
1.9584425449371339,1.9123601078987122,2.9545308351516724,0.003314054012298584
1.9492282152175904,1.902315878868103,2.9377482175827025,0.003514003753662109
1.9388133883476257,1.8939170598983766,2.9620410680770872,0.0030613064765930174
1.928323781490326,1.885557198524475,2.9557791471481325,0.0026470541954040526
1.927160954475403,1.881279182434082,2.955058741569519,0.0032727837562561033
1.9176608800888062,1.8724070906639099,2.9463563203811645,0.003164374828338623
1.908146321773529,1.8648126006126404,2.9376769065856934,0.0027969837188720702
1.9015316009521483,1.8573708176612853,2.9390756130218505,0.0029599308967590333
1.8948323130607605,1.8518943071365357,2.968755078315735,0.0026553988456726072
1.8905108094215393,1.845089602470398,2.9584901094436646,0.0031736135482788087
1.882645356655121,1.8386496663093568,2.995161008834839,0.0028144478797912597
1.8754899024963378,1.83409640789032,2.976364183425903,0.002330636978149414
1.8684699416160584,1.827458381652832,2.9604392051696777,0.0022860050201416017
1.8664653062820435,1.8236735343933106,2.9869882345199583,0.002589559555053711
1.8593429446220398,1.8173128724098206,2.9742989778518676,0.002462339401245117
1.8540936231613159,1.8134861230850219,2.973928427696228,0.002178001403808594
1.8506285667419433,1.8074318647384644,2.976128172874451,0.0026924729347229002
1.8441474199295045,1.802065896987915,2.9760291814804076,0.002469182014465332
1.8417455554008484,1.7986217379570006,2.99719614982605,0.002635645866394043
1.8348138093948365,1.7933534264564515,2.9941429138183593,0.0023084044456481933
1.8296762704849243,1.7898234248161315,2.965693211555481,0.002043271064758301
1.8259490728378296,1.7845173120498656,2.945210909843445,0.0024007320404052734
1.821477973461151,1.7803422451019286,2.9486954689025877,0.0023344278335571287
1.8197856545448303,1.7781980872154235,2.9820740461349486,0.002358078956604004
1.8160208225250245,1.7740210175514222,2.9657988786697387,0.002473306655883789
1.808251106739044,1.7686603903770446,2.960055184364319,0.0020020365715026855
1.8074204564094543,1.7635112166404725,3.0253823041915893,0.0027365565299987795
1.8041555404663085,1.7598654985427857,2.9984028339385986,0.0028669357299804686
1.7971731781959535,1.7557888507843018,2.9793429374694824,0.002322828769683838
1.793739128112793,1.7523438811302186,2.9696996212005615,0.002344346046447754
1.792620801925659,1.7512965083122254,2.9310072660446167,0.002407658100128174
1.788695180416107,1.7477822780609131,3.0028902769088743,0.0021811604499816896
1.7837512254714967,1.7423378348350524,3.0062061071395876,0.002274811267852783
1.7811867952346803,1.7385684847831726,3.001032853126526,0.0025266528129577635
1.7761059284210206,1.7362701654434205,3.0270987033843992,0.001916790008544922
1.7747897267341615,1.7342079997062683,3.025717282295227,0.00206904411315918
1.76996568441391,1.7304115295410156,3.019097900390625,0.001876389980316162
1.766299057006836,1.7256211996078492,2.9983808517456056,0.002143096923828125
1.7642734885215758,1.7230136036872863,2.999376368522644,0.0022577404975891112
1.7590810656547546,1.719949197769165,3.003020715713501,0.0018239855766296388
1.7566681146621703,1.7172008752822876,2.9911253690719604,0.0019150257110595703
1.7549821257591247,1.7145890712738037,2.9855067491531373,0.00211181640625
1.7512497305870056,1.7116255521774293,3.0234230756759644,0.0018817543983459472
1.748176145553589,1.7087401390075683,3.0112311363220217,0.0018684744834899902
1.746852159500122,1.7062413573265076,3.0033162593841554,0.0021197676658630373
1.7430389642715454,1.7033152103424072,2.978374552726746,0.0019919872283935547
1.744122612476349,1.7012749075889588,3.046057653427124,0.0024823904037475585
1.7421555042266845,1.6986979246139526,3.04225914478302,0.0026122212409973146
1.7369748115539552,1.6956570148468018,3.0271641969680787,0.0022136569023132324
1.7382757067680359,1.6963701128959656,3.0059585571289062,0.0023739457130432127
1.7344209671020507,1.695095384120941,2.9651339292526244,0.0019387245178222657
1.7300273180007935,1.6907113075256348,2.951847243309021,0.0019634366035461426
1.7275667667388916,1.687725305557251,3.002817749977112,0.0019665956497192383
1.723304569721222,1.6834032893180848,3.0272736072540285,0.0019295692443847656
1.7226515412330627,1.6808280229568482,2.9964734315872192,0.0023765087127685545
