,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
0,seq_0,47.0,0.6025641025641025,47.0,0.6025641025641025
1,seq_1,25.0,0.4098360655737705,22.0,0.36065573770491804
2,seq_2,19.0,0.2878787878787879,19.0,0.2878787878787879
3,seq_3,24.0,0.3870967741935484,21.0,0.3387096774193548
4,seq_4,26.0,0.3939393939393939,26.0,0.3939393939393939
5,seq_5,34.0,0.5151515151515151,34.0,0.5151515151515151
6,seq_6,34.0,0.5151515151515151,33.0,0.5409836065573771
7,seq_7,29.0,0.4393939393939394,29.0,0.4393939393939394
8,seq_8,26.0,0.3939393939393939,24.0,0.38095238095238093
9,seq_9,16.0,0.26229508196721313,15.0,0.2459016393442623
10,seq_10,26.0,0.3939393939393939,25.0,0.3968253968253968
11,seq_11,29.0,0.4393939393939394,29.0,0.4393939393939394
12,seq_12,33.0,0.5,33.0,0.5
13,seq_13,27.0,0.4090909090909091,25.0,0.4032258064516129
14,seq_14,29.0,0.4393939393939394,29.0,0.4393939393939394
15,seq_15,24.0,0.36363636363636365,23.0,0.3709677419354839
16,seq_16,16.0,0.25396825396825395,13.0,0.20634920634920634
17,seq_17,27.0,0.42857142857142855,24.0,0.3870967741935484
18,seq_18,16.0,0.25396825396825395,15.0,0.23809523809523808
19,seq_19,25.0,0.4098360655737705,21.0,0.35
20,seq_20,22.0,0.3333333333333333,21.0,0.3442622950819672
21,seq_21,31.0,0.4696969696969697,31.0,0.4696969696969697
22,seq_22,29.0,0.4393939393939394,29.0,0.4393939393939394
23,seq_23,29.0,0.4393939393939394,29.0,0.4393939393939394
24,seq_24,25.0,0.3787878787878788,25.0,0.3787878787878788
25,seq_25,25.0,0.3787878787878788,24.0,0.3870967741935484
26,seq_26,22.0,0.3333333333333333,21.0,0.3387096774193548
27,seq_27,22.0,0.36065573770491804,22.0,0.36065573770491804
28,seq_28,20.0,0.30303030303030304,20.0,0.30303030303030304
29,seq_29,17.0,0.2786885245901639,14.0,0.23333333333333334
30,seq_30,30.0,0.4918032786885246,28.0,0.45901639344262296
31,seq_31,19.0,0.3114754098360656,15.0,0.2459016393442623
32,seq_32,21.0,0.3442622950819672,20.0,0.32786885245901637
33,seq_33,25.0,0.3787878787878788,22.0,0.3548387096774194
34,seq_34,22.0,0.36065573770491804,20.0,0.32786885245901637
35,seq_35,21.0,0.3387096774193548,18.0,0.2903225806451613
36,seq_36,23.0,0.3484848484848485,23.0,0.3484848484848485
37,seq_37,20.0,0.30303030303030304,18.0,0.2903225806451613
38,seq_38,21.0,0.3442622950819672,19.0,0.3114754098360656
39,seq_39,48.0,0.5853658536585366,48.0,0.5853658536585366
40,seq_40,19.0,0.2878787878787879,17.0,0.2786885245901639
41,seq_41,30.0,0.45454545454545453,26.0,0.4262295081967213
42,seq_42,24.0,0.36363636363636365,21.0,0.3387096774193548
43,seq_43,22.0,0.36065573770491804,20.0,0.32786885245901637
