,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
0,seq_0,36.0,0.5454545454545454,34.0,0.5573770491803278
1,seq_1,30.0,0.4838709677419355,26.0,0.41935483870967744
2,seq_2,32.0,0.48484848484848486,32.0,0.48484848484848486
3,seq_3,34.0,0.5151515151515151,33.0,0.532258064516129
4,seq_4,34.0,0.5151515151515151,34.0,0.5151515151515151
5,seq_5,37.0,0.5606060606060606,35.0,0.5645161290322581
6,seq_6,36.0,0.5454545454545454,36.0,0.5454545454545454
7,seq_7,35.0,0.5737704918032787,30.0,0.4918032786885246
8,seq_8,36.0,0.5373134328358209,33.0,0.4925373134328358
9,seq_9,35.0,0.5303030303030303,35.0,0.5303030303030303
10,seq_10,35.0,0.5303030303030303,35.0,0.5303030303030303
11,seq_11,39.0,0.6190476190476191,38.0,0.6031746031746031
12,seq_12,36.0,0.5454545454545454,36.0,0.5454545454545454
13,seq_13,34.0,0.5483870967741935,33.0,0.532258064516129
14,seq_14,36.0,0.5454545454545454,35.0,0.5645161290322581
15,seq_15,39.0,0.5909090909090909,39.0,0.5909090909090909
16,seq_16,33.0,0.5,31.0,0.5081967213114754
17,seq_17,43.0,0.6056338028169014,43.0,0.6056338028169014
18,seq_18,33.0,0.5,33.0,0.5
19,seq_19,36.0,0.5454545454545454,36.0,0.5454545454545454
20,seq_20,33.0,0.5,33.0,0.5
21,seq_21,35.0,0.5303030303030303,35.0,0.5303030303030303
22,seq_22,29.0,0.4393939393939394,29.0,0.4393939393939394
23,seq_23,39.0,0.5735294117647058,39.0,0.5735294117647058
24,seq_24,36.0,0.5806451612903226,35.0,0.5737704918032787
25,seq_25,36.0,0.5454545454545454,36.0,0.5454545454545454
26,seq_26,35.0,0.5303030303030303,35.0,0.5303030303030303
27,seq_27,34.0,0.5573770491803278,30.0,0.4918032786885246
28,seq_28,36.0,0.5454545454545454,36.0,0.5454545454545454
29,seq_29,37.0,0.5967741935483871,36.0,0.5806451612903226
30,seq_30,35.0,0.5303030303030303,34.0,0.5573770491803278
31,seq_31,36.0,0.5454545454545454,36.0,0.5454545454545454
32,seq_32,36.0,0.5454545454545454,36.0,0.5454545454545454
33,seq_33,38.0,0.5757575757575758,37.0,0.578125
34,seq_34,34.0,0.5151515151515151,31.0,0.49206349206349204
35,seq_35,36.0,0.5454545454545454,35.0,0.5737704918032787
36,seq_36,32.0,0.5161290322580645,31.0,0.5
37,seq_37,36.0,0.5454545454545454,35.0,0.5737704918032787
38,seq_38,38.0,0.5757575757575758,37.0,0.6065573770491803
39,seq_39,32.0,0.48484848484848486,32.0,0.48484848484848486
40,seq_40,43.0,0.6515151515151515,41.0,0.6507936507936508
41,seq_41,32.0,0.48484848484848486,32.0,0.48484848484848486
42,seq_42,33.0,0.5,31.0,0.49206349206349204
43,seq_43,29.0,0.4393939393939394,28.0,0.45161290322580644
44,seq_44,30.0,0.47619047619047616,29.0,0.46774193548387094
45,seq_45,39.0,0.5909090909090909,37.0,0.578125
46,seq_46,37.0,0.5967741935483871,37.0,0.5967741935483871
47,seq_47,32.0,0.48484848484848486,29.0,0.46774193548387094
48,seq_48,31.0,0.5,29.0,0.46774193548387094
49,seq_49,38.0,0.5588235294117647,38.0,0.5588235294117647
50,seq_50,35.0,0.5303030303030303,32.0,0.5245901639344263
51,seq_51,39.0,0.5909090909090909,39.0,0.5909090909090909
52,seq_52,33.0,0.532258064516129,30.0,0.4918032786885246
53,seq_53,31.0,0.4696969696969697,31.0,0.4696969696969697
54,seq_54,36.0,0.5454545454545454,34.0,0.5483870967741935
55,seq_55,35.0,0.5303030303030303,35.0,0.5303030303030303
56,seq_56,38.0,0.5757575757575758,37.0,0.5967741935483871
57,seq_57,35.0,0.5303030303030303,33.0,0.5409836065573771
58,seq_58,32.0,0.48484848484848486,32.0,0.48484848484848486
59,seq_59,38.0,0.5757575757575758,38.0,0.5757575757575758
60,seq_60,35.0,0.5303030303030303,35.0,0.5303030303030303
61,seq_61,34.0,0.5151515151515151,31.0,0.5081967213114754
62,seq_62,32.0,0.48484848484848486,32.0,0.48484848484848486
