,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
0,seq_0,6.0,0.09090909090909091,6.0,0.09090909090909091
1,seq_1,5.0,0.07575757575757576,5.0,0.07575757575757576
2,seq_2,5.0,0.07575757575757576,5.0,0.07575757575757576
3,seq_3,7.0,0.10606060606060606,7.0,0.10606060606060606
4,seq_4,6.0,0.09090909090909091,6.0,0.09090909090909091
5,seq_5,5.0,0.07575757575757576,5.0,0.07575757575757576
6,seq_6,6.0,0.09090909090909091,6.0,0.09090909090909091
7,seq_7,7.0,0.10606060606060606,7.0,0.10606060606060606
8,seq_8,5.0,0.07575757575757576,5.0,0.07575757575757576
9,seq_9,7.0,0.10606060606060606,7.0,0.10606060606060606
10,seq_10,4.0,0.06060606060606061,4.0,0.06060606060606061
11,seq_11,6.0,0.09090909090909091,6.0,0.09090909090909091
12,seq_12,6.0,0.09090909090909091,6.0,0.09090909090909091
13,seq_13,5.0,0.07575757575757576,5.0,0.07575757575757576
14,seq_14,6.0,0.09090909090909091,6.0,0.09090909090909091
15,seq_15,7.0,0.10606060606060606,7.0,0.10606060606060606
16,seq_16,6.0,0.09090909090909091,6.0,0.09090909090909091
17,seq_17,5.0,0.07575757575757576,5.0,0.07575757575757576
18,seq_18,5.0,0.07575757575757576,5.0,0.07575757575757576
19,seq_19,6.0,0.09090909090909091,6.0,0.09090909090909091
20,seq_20,5.0,0.07575757575757576,5.0,0.07575757575757576
21,seq_21,5.0,0.07575757575757576,5.0,0.07575757575757576
22,seq_22,7.0,0.10606060606060606,7.0,0.10606060606060606
23,seq_23,7.0,0.10606060606060606,7.0,0.10606060606060606
24,seq_24,6.0,0.09090909090909091,6.0,0.09090909090909091
25,seq_25,10.0,0.15151515151515152,10.0,0.15151515151515152
26,seq_26,9.0,0.13636363636363635,9.0,0.13636363636363635
27,seq_27,3.0,0.045454545454545456,3.0,0.045454545454545456
28,seq_28,6.0,0.09090909090909091,6.0,0.09090909090909091
29,seq_29,6.0,0.09090909090909091,6.0,0.09090909090909091
30,seq_30,6.0,0.09090909090909091,6.0,0.09090909090909091
31,seq_31,5.0,0.07575757575757576,5.0,0.07575757575757576
32,seq_32,5.0,0.07575757575757576,5.0,0.07575757575757576
33,seq_33,6.0,0.09090909090909091,6.0,0.09090909090909091
34,seq_34,7.0,0.10606060606060606,7.0,0.10606060606060606
35,seq_35,5.0,0.07575757575757576,5.0,0.07575757575757576
36,seq_36,7.0,0.10606060606060606,7.0,0.10606060606060606
37,seq_37,5.0,0.07575757575757576,5.0,0.07575757575757576
38,seq_38,7.0,0.10606060606060606,7.0,0.10606060606060606
39,seq_39,5.0,0.07575757575757576,5.0,0.07575757575757576
40,seq_40,5.0,0.07575757575757576,5.0,0.07575757575757576
41,seq_41,7.0,0.10606060606060606,7.0,0.10606060606060606
42,seq_42,11.0,0.16666666666666666,11.0,0.16666666666666666
43,seq_43,6.0,0.09090909090909091,6.0,0.09090909090909091
44,seq_44,6.0,0.09090909090909091,6.0,0.09090909090909091
45,seq_45,7.0,0.10606060606060606,7.0,0.10606060606060606
46,seq_46,5.0,0.07575757575757576,5.0,0.07575757575757576
47,seq_47,5.0,0.07575757575757576,5.0,0.07575757575757576
48,seq_48,7.0,0.10606060606060606,7.0,0.10606060606060606
49,seq_49,5.0,0.07575757575757576,5.0,0.07575757575757576
50,seq_50,5.0,0.07575757575757576,5.0,0.07575757575757576
51,seq_51,7.0,0.10606060606060606,7.0,0.10606060606060606
52,seq_52,7.0,0.10606060606060606,7.0,0.10606060606060606
53,seq_53,5.0,0.07575757575757576,5.0,0.07575757575757576
54,seq_54,6.0,0.09090909090909091,6.0,0.09090909090909091
55,seq_55,6.0,0.09090909090909091,6.0,0.09090909090909091
56,seq_56,6.0,0.09090909090909091,6.0,0.09090909090909091
57,seq_57,7.0,0.10606060606060606,7.0,0.10606060606060606
58,seq_58,5.0,0.07575757575757576,5.0,0.07575757575757576
59,seq_59,6.0,0.09090909090909091,6.0,0.09090909090909091
60,seq_60,6.0,0.09090909090909091,6.0,0.09090909090909091
61,seq_61,6.0,0.09090909090909091,6.0,0.09090909090909091
62,seq_62,9.0,0.13636363636363635,9.0,0.13636363636363635
63,seq_63,6.0,0.09090909090909091,6.0,0.09090909090909091
64,seq_64,7.0,0.10606060606060606,7.0,0.10606060606060606
65,seq_65,5.0,0.07575757575757576,5.0,0.07575757575757576
66,seq_66,4.0,0.06060606060606061,4.0,0.06060606060606061
67,seq_67,6.0,0.09090909090909091,6.0,0.09090909090909091
68,seq_68,6.0,0.09090909090909091,6.0,0.09090909090909091
69,seq_69,6.0,0.09090909090909091,6.0,0.09090909090909091
70,seq_70,6.0,0.09090909090909091,6.0,0.09090909090909091
71,seq_71,7.0,0.10606060606060606,7.0,0.10606060606060606
72,seq_72,7.0,0.10606060606060606,7.0,0.10606060606060606
73,seq_73,7.0,0.10606060606060606,7.0,0.10606060606060606
74,seq_74,6.0,0.09090909090909091,6.0,0.09090909090909091
75,seq_75,6.0,0.09090909090909091,6.0,0.09090909090909091
76,seq_76,6.0,0.09090909090909091,6.0,0.09090909090909091
77,seq_77,7.0,0.10606060606060606,7.0,0.10606060606060606
78,seq_78,6.0,0.09090909090909091,6.0,0.09090909090909091
79,seq_79,5.0,0.07575757575757576,5.0,0.07575757575757576
80,seq_80,5.0,0.07575757575757576,5.0,0.07575757575757576
81,seq_81,6.0,0.09090909090909091,6.0,0.09090909090909091
82,seq_82,7.0,0.10606060606060606,7.0,0.10606060606060606
83,seq_83,5.0,0.07575757575757576,5.0,0.07575757575757576
84,seq_84,6.0,0.09090909090909091,6.0,0.09090909090909091
85,seq_85,6.0,0.09090909090909091,6.0,0.09090909090909091
86,seq_86,7.0,0.10606060606060606,7.0,0.10606060606060606
87,seq_87,6.0,0.09090909090909091,6.0,0.09090909090909091
88,seq_88,6.0,0.09090909090909091,6.0,0.09090909090909091
89,seq_89,6.0,0.09090909090909091,6.0,0.09090909090909091
90,seq_90,5.0,0.07575757575757576,5.0,0.07575757575757576
91,seq_91,11.0,0.16666666666666666,11.0,0.16666666666666666
92,seq_92,4.0,0.06060606060606061,4.0,0.06060606060606061
93,seq_93,6.0,0.09090909090909091,6.0,0.09090909090909091
94,seq_94,6.0,0.09090909090909091,6.0,0.09090909090909091
95,seq_95,6.0,0.09090909090909091,6.0,0.09090909090909091
96,seq_96,7.0,0.10606060606060606,7.0,0.10606060606060606
97,seq_97,10.0,0.15151515151515152,10.0,0.15151515151515152
98,seq_98,7.0,0.10606060606060606,7.0,0.10606060606060606
99,seq_99,5.0,0.07575757575757576,5.0,0.07575757575757576
