,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
0,seq_0,18.0,0.2727272727272727,18.0,0.2727272727272727
1,seq_1,24.0,0.36363636363636365,24.0,0.36363636363636365
2,seq_2,21.0,0.3181818181818182,21.0,0.3181818181818182
3,seq_3,20.0,0.30303030303030304,20.0,0.30303030303030304
4,seq_4,21.0,0.3181818181818182,21.0,0.3181818181818182
5,seq_5,19.0,0.3064516129032258,19.0,0.3064516129032258
6,seq_6,20.0,0.30303030303030304,20.0,0.30303030303030304
7,seq_7,23.0,0.3484848484848485,23.0,0.3484848484848485
8,seq_8,23.0,0.3484848484848485,23.0,0.3484848484848485
9,seq_9,19.0,0.2878787878787879,19.0,0.2878787878787879
10,seq_10,17.0,0.25757575757575757,17.0,0.25757575757575757
11,seq_11,27.0,0.4090909090909091,27.0,0.4090909090909091
12,seq_12,24.0,0.36363636363636365,24.0,0.36363636363636365
13,seq_13,21.0,0.3181818181818182,21.0,0.3181818181818182
14,seq_14,19.0,0.2878787878787879,19.0,0.2878787878787879
15,seq_15,15.0,0.24193548387096775,15.0,0.24193548387096775
16,seq_16,24.0,0.36363636363636365,24.0,0.36363636363636365
17,seq_17,19.0,0.2878787878787879,19.0,0.2878787878787879
18,seq_18,15.0,0.24193548387096775,15.0,0.24193548387096775
19,seq_19,20.0,0.30303030303030304,20.0,0.30303030303030304
20,seq_20,22.0,0.3333333333333333,22.0,0.3333333333333333
21,seq_21,22.0,0.3333333333333333,22.0,0.3333333333333333
22,seq_22,20.0,0.3225806451612903,20.0,0.3225806451612903
23,seq_23,17.0,0.25757575757575757,17.0,0.25757575757575757
24,seq_24,19.0,0.2878787878787879,19.0,0.2878787878787879
25,seq_25,21.0,0.3181818181818182,21.0,0.3181818181818182
26,seq_26,21.0,0.3181818181818182,21.0,0.3181818181818182
27,seq_27,20.0,0.30303030303030304,20.0,0.30303030303030304
28,seq_28,17.0,0.25757575757575757,17.0,0.25757575757575757
29,seq_29,21.0,0.3181818181818182,21.0,0.3181818181818182
30,seq_30,22.0,0.3333333333333333,22.0,0.3333333333333333
31,seq_31,23.0,0.3484848484848485,23.0,0.3484848484848485
32,seq_32,20.0,0.30303030303030304,20.0,0.30303030303030304
33,seq_33,20.0,0.3225806451612903,20.0,0.3225806451612903
34,seq_34,22.0,0.3333333333333333,22.0,0.3333333333333333
35,seq_35,17.0,0.25757575757575757,17.0,0.25757575757575757
36,seq_36,24.0,0.36363636363636365,24.0,0.36363636363636365
37,seq_37,20.0,0.3225806451612903,20.0,0.3225806451612903
38,seq_38,24.0,0.36363636363636365,24.0,0.36363636363636365
39,seq_39,20.0,0.30303030303030304,20.0,0.30303030303030304
40,seq_40,16.0,0.24242424242424243,16.0,0.24242424242424243
41,seq_41,20.0,0.30303030303030304,20.0,0.30303030303030304
42,seq_42,23.0,0.3484848484848485,23.0,0.3484848484848485
43,seq_43,21.0,0.3387096774193548,21.0,0.3387096774193548
44,seq_44,23.0,0.3484848484848485,23.0,0.3484848484848485
45,seq_45,16.0,0.24242424242424243,16.0,0.24242424242424243
46,seq_46,22.0,0.3333333333333333,22.0,0.3333333333333333
47,seq_47,15.0,0.22727272727272727,15.0,0.22727272727272727
48,seq_48,21.0,0.3387096774193548,21.0,0.3387096774193548
49,seq_49,20.0,0.30303030303030304,20.0,0.30303030303030304
50,seq_50,22.0,0.3333333333333333,22.0,0.3333333333333333
51,seq_51,20.0,0.30303030303030304,20.0,0.30303030303030304
52,seq_52,20.0,0.30303030303030304,20.0,0.30303030303030304
53,seq_53,26.0,0.3880597014925373,26.0,0.3880597014925373
54,seq_54,18.0,0.2727272727272727,18.0,0.2727272727272727
55,seq_55,23.0,0.3484848484848485,23.0,0.3484848484848485
56,seq_56,15.0,0.22727272727272727,15.0,0.22727272727272727
57,seq_57,22.0,0.3333333333333333,22.0,0.3333333333333333
58,seq_58,19.0,0.3064516129032258,19.0,0.3064516129032258
59,seq_59,17.0,0.25757575757575757,17.0,0.25757575757575757
60,seq_60,22.0,0.3333333333333333,22.0,0.3333333333333333
61,seq_61,22.0,0.3333333333333333,22.0,0.3333333333333333
62,seq_62,19.0,0.2878787878787879,19.0,0.2878787878787879
63,seq_63,17.0,0.25757575757575757,17.0,0.25757575757575757
64,seq_64,19.0,0.2878787878787879,19.0,0.2878787878787879
65,seq_65,19.0,0.2878787878787879,19.0,0.2878787878787879
66,seq_66,22.0,0.3333333333333333,22.0,0.3333333333333333
67,seq_67,22.0,0.3333333333333333,22.0,0.3333333333333333
68,seq_68,20.0,0.30303030303030304,20.0,0.30303030303030304
69,seq_69,21.0,0.3181818181818182,21.0,0.3181818181818182
70,seq_70,20.0,0.30303030303030304,20.0,0.30303030303030304
71,seq_71,19.0,0.2878787878787879,19.0,0.2878787878787879
72,seq_72,23.0,0.3484848484848485,23.0,0.3484848484848485
73,seq_73,21.0,0.3181818181818182,21.0,0.3181818181818182
74,seq_74,22.0,0.3333333333333333,22.0,0.3333333333333333
75,seq_75,18.0,0.2727272727272727,18.0,0.2727272727272727
76,seq_76,20.0,0.30303030303030304,20.0,0.30303030303030304
