,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
0,seq_0,26.0,0.41935483870967744,26.0,0.41935483870967744
1,seq_1,34.0,0.5573770491803278,31.0,0.5081967213114754
2,seq_2,29.0,0.46774193548387094,26.0,0.41935483870967744
3,seq_3,36.0,0.5806451612903226,32.0,0.5161290322580645
4,seq_4,31.0,0.5,30.0,0.4838709677419355
5,seq_5,31.0,0.5,30.0,0.4918032786885246
6,seq_6,28.0,0.45161290322580644,27.0,0.4426229508196721
7,seq_7,27.0,0.43548387096774194,24.0,0.3870967741935484
8,seq_8,28.0,0.45901639344262296,25.0,0.4098360655737705
9,seq_9,33.0,0.532258064516129,32.0,0.5333333333333333
10,seq_10,33.0,0.532258064516129,33.0,0.532258064516129
11,seq_11,31.0,0.5,31.0,0.5
12,seq_12,25.0,0.4098360655737705,22.0,0.36065573770491804
13,seq_13,32.0,0.5245901639344263,29.0,0.48333333333333334
14,seq_14,29.0,0.46774193548387094,25.0,0.4032258064516129
15,seq_15,40.0,0.5,40.0,0.5
16,seq_16,31.0,0.4696969696969697,31.0,0.4696969696969697
17,seq_17,27.0,0.4426229508196721,23.0,0.3770491803278688
18,seq_18,27.0,0.4090909090909091,27.0,0.4090909090909091
19,seq_19,40.0,0.6451612903225806,37.0,0.6166666666666667
20,seq_20,29.0,0.47540983606557374,22.0,0.36065573770491804
21,seq_21,31.0,0.5081967213114754,27.0,0.4426229508196721
22,seq_22,29.0,0.46774193548387094,24.0,0.3870967741935484
23,seq_23,29.0,0.47540983606557374,28.0,0.45901639344262296
24,seq_24,31.0,0.5081967213114754,29.0,0.47540983606557374
25,seq_25,22.0,0.3548387096774194,20.0,0.3225806451612903
26,seq_26,30.0,0.45454545454545453,30.0,0.45454545454545453
27,seq_27,26.0,0.4262295081967213,21.0,0.3442622950819672
28,seq_28,27.0,0.43548387096774194,27.0,0.43548387096774194
29,seq_29,34.0,0.5483870967741935,34.0,0.5483870967741935
30,seq_30,32.0,0.5161290322580645,30.0,0.4838709677419355
31,seq_31,30.0,0.47619047619047616,29.0,0.4603174603174603
32,seq_32,30.0,0.4838709677419355,30.0,0.4838709677419355
33,seq_33,31.0,0.5,27.0,0.4426229508196721
34,seq_34,37.0,0.5606060606060606,37.0,0.5606060606060606
35,seq_35,30.0,0.47619047619047616,30.0,0.47619047619047616
36,seq_36,29.0,0.47540983606557374,26.0,0.4262295081967213
37,seq_37,36.0,0.5217391304347826,36.0,0.5217391304347826
38,seq_38,40.0,0.6060606060606061,38.0,0.6229508196721312
39,seq_39,35.0,0.5645161290322581,30.0,0.4838709677419355
40,seq_40,27.0,0.43548387096774194,24.0,0.3870967741935484
41,seq_41,31.0,0.5,31.0,0.5
42,seq_42,29.0,0.46774193548387094,29.0,0.46774193548387094
43,seq_43,28.0,0.45901639344262296,24.0,0.39344262295081966
44,seq_44,37.0,0.5967741935483871,34.0,0.5573770491803278
