,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
0,seq_0,36.0,0.5538461538461539,36.0,0.5538461538461539
1,seq_1,37.0,0.5692307692307692,36.0,0.5901639344262295
2,seq_2,42.0,0.65625,41.0,0.640625
3,seq_3,36.0,0.5538461538461539,36.0,0.5538461538461539
4,seq_4,41.0,0.6612903225806451,38.0,0.6129032258064516
5,seq_5,39.0,0.6,39.0,0.6
6,seq_6,39.0,0.5909090909090909,39.0,0.5909090909090909
7,seq_7,34.0,0.53125,34.0,0.53125
8,seq_8,33.0,0.5409836065573771,31.0,0.5081967213114754
9,seq_9,40.0,0.6557377049180327,40.0,0.6557377049180327
10,seq_10,39.0,0.6290322580645161,39.0,0.6290322580645161
11,seq_11,37.0,0.5692307692307692,32.0,0.5161290322580645
12,seq_12,35.0,0.5384615384615384,33.0,0.532258064516129
13,seq_13,37.0,0.6065573770491803,36.0,0.5901639344262295
14,seq_14,38.0,0.5846153846153846,36.0,0.5806451612903226
15,seq_15,36.0,0.5806451612903226,32.0,0.5161290322580645
16,seq_16,35.0,0.5384615384615384,34.0,0.5483870967741935
17,seq_17,35.0,0.5384615384615384,33.0,0.532258064516129
18,seq_18,35.0,0.5384615384615384,34.0,0.5483870967741935
19,seq_19,35.0,0.5384615384615384,31.0,0.5081967213114754
20,seq_20,37.0,0.5692307692307692,36.0,0.5806451612903226
21,seq_21,33.0,0.532258064516129,28.0,0.45161290322580644
22,seq_22,36.0,0.5538461538461539,33.0,0.5076923076923077
23,seq_23,38.0,0.5846153846153846,38.0,0.5846153846153846
24,seq_24,37.0,0.5692307692307692,36.0,0.5901639344262295
25,seq_25,30.0,0.46153846153846156,30.0,0.46153846153846156
26,seq_26,35.0,0.5384615384615384,32.0,0.5161290322580645
27,seq_27,32.0,0.5245901639344263,31.0,0.5
28,seq_28,35.0,0.5737704918032787,31.0,0.5081967213114754
29,seq_29,37.0,0.5692307692307692,37.0,0.5692307692307692
30,seq_30,34.0,0.5230769230769231,34.0,0.5230769230769231
31,seq_31,33.0,0.5076923076923077,33.0,0.5076923076923077
32,seq_32,34.0,0.5230769230769231,34.0,0.5230769230769231
33,seq_33,33.0,0.5409836065573771,33.0,0.5409836065573771
34,seq_34,36.0,0.5901639344262295,34.0,0.5573770491803278
35,seq_35,34.0,0.5573770491803278,30.0,0.4838709677419355
36,seq_36,36.0,0.5806451612903226,33.0,0.532258064516129
37,seq_37,34.0,0.5230769230769231,34.0,0.5230769230769231
38,seq_38,35.0,0.5737704918032787,32.0,0.5161290322580645
39,seq_39,43.0,0.6615384615384615,43.0,0.6615384615384615
40,seq_40,36.0,0.5538461538461539,35.0,0.5737704918032787
41,seq_41,32.0,0.49230769230769234,32.0,0.49230769230769234
42,seq_42,35.0,0.5384615384615384,33.0,0.5409836065573771
43,seq_43,37.0,0.5692307692307692,31.0,0.5
44,seq_44,35.0,0.5384615384615384,33.0,0.5409836065573771
45,seq_45,40.0,0.6153846153846154,40.0,0.6153846153846154
46,seq_46,37.0,0.5692307692307692,36.0,0.5901639344262295
47,seq_47,32.0,0.49230769230769234,32.0,0.49230769230769234
48,seq_48,37.0,0.6065573770491803,36.0,0.5901639344262295
49,seq_49,45.0,0.5844155844155844,45.0,0.5844155844155844
50,seq_50,35.0,0.5384615384615384,35.0,0.5384615384615384
51,seq_51,33.0,0.5076923076923077,31.0,0.5
52,seq_52,39.0,0.6,37.0,0.5873015873015873
53,seq_53,38.0,0.6229508196721312,34.0,0.5573770491803278
54,seq_54,29.0,0.4603174603174603,29.0,0.4603174603174603
55,seq_55,39.0,0.6,38.0,0.6129032258064516
56,seq_56,37.0,0.5967741935483871,35.0,0.5645161290322581
57,seq_57,36.0,0.5901639344262295,35.0,0.5737704918032787
58,seq_58,31.0,0.5081967213114754,31.0,0.5081967213114754
59,seq_59,32.0,0.49230769230769234,32.0,0.49230769230769234
60,seq_60,37.0,0.5692307692307692,37.0,0.5692307692307692
61,seq_61,31.0,0.47692307692307695,31.0,0.47692307692307695
62,seq_62,35.0,0.5384615384615384,35.0,0.5384615384615384
63,seq_63,30.0,0.46153846153846156,30.0,0.46153846153846156
