train_L,train_nll,train_kld,train_mmd,train_pheno,train_precision,train_recall,train_f1,valid_L,valid_nll,valid_kld,valid_mmd,valid_pheno,valid_precision,valid_recall,valid_f1
3.735683023929596,2.6694346219301224,1.9026080220937729,0.0203133225440979,0.8442922383546829,0.5450121654501217,0.09948922940262048,0.16826291079812206,4.645721673965454,3.115851640701294,0.28301064670085907,0.08289647102355957,0.6989042162895203,0.0,0.0,0.0
3.145396962761879,2.216531679034233,2.208253897726536,0.009872384369373322,0.808157667517662,0.7238442822384428,0.14983631327121633,0.24827873982891716,3.8347493410110474,2.3515725135803223,0.25588466227054596,0.08060753345489502,0.6753487884998322,0.0,0.0,0.0
2.9773962199687958,2.075044706463814,2.481413632631302,0.009433545172214508,0.7832962311804295,0.805352798053528,0.17329842931937173,0.2852218871176217,3.5201343297958374,2.1544716358184814,0.258842334151268,0.07109183073043823,0.6528670489788055,0.0,0.0,0.0
2.8326708376407623,1.9531109035015106,2.574345588684082,0.008464023470878601,0.7692609205842018,0.8236009732360098,0.18331979420525318,0.2998892580287929,3.0985052585601807,2.0369938611984253,0.47755731642246246,0.04461795091629028,0.6110024750232697,0.3956043956043956,0.6545454545454545,0.49315068493150693
2.6874970048666,1.8251400738954544,2.630858838558197,0.00874684751033783,0.7486673668026924,0.8819951338199513,0.21223653395784545,0.34214252005663054,2.6802693605422974,1.9057745933532715,1.4930038452148438,0.015152513980865479,0.608191192150116,0.8131868131868132,0.5401459854014599,0.6491228070175439
2.5530957877635956,1.7156746685504913,2.6185416132211685,0.008176289498806,0.7295546010136604,0.8637469586374696,0.2249683143219265,0.35696329813976874,2.485369324684143,1.77743399143219,2.2098724842071533,0.0088462233543396,0.5974628329277039,0.8571428571428571,0.5342465753424658,0.6582278481012658
2.448983833193779,1.6333917677402496,2.665437564253807,0.007916271686553955,0.7098541371524334,0.8540145985401459,0.23820834747200542,0.3725126028124171,2.3843261003494263,1.6906362771987915,2.4795401096343994,0.007997572422027588,0.5889985859394073,0.8681318681318682,0.5448275862068965,0.6694915254237288
2.3961929827928543,1.588811956346035,2.703192725777626,0.00836249440908432,0.696807786822319,0.851581508515815,0.25252525252525254,0.38953811908736785,2.312583088874817,1.630142331123352,2.4618250131607056,0.008352816104888916,0.5743778645992279,0.8681318681318682,0.5808823529411765,0.696035242290749
2.3302260041236877,1.5442718416452408,2.801740884780884,0.00712323933839798,0.6867756396532059,0.8673965936739659,0.2656482861400894,0.40673131774101534,2.264908790588379,1.5829416513442993,2.7956626415252686,0.008157908916473389,0.5725129544734955,0.9120879120879121,0.5460526315789473,0.6831275720164609
2.2760231494903564,1.516128309071064,2.774736762046814,0.006431296467781067,0.6678988039493561,0.8625304136253041,0.2851971037811746,0.42865779927448605,2.207463502883911,1.553072452545166,2.6419925689697266,0.0071446895599365234,0.5565956830978394,0.8901098901098901,0.5625,0.6893617021276596
2.2460841238498688,1.4915385767817497,2.878235697746277,0.006414234638214111,0.6616849862039089,0.8467153284671532,0.294167371090448,0.4366373902132999,2.1670241355895996,1.5310160517692566,2.6360368728637695,0.0068877339363098145,0.5408391952514648,0.9120879120879121,0.6102941176470589,0.7312775330396476
2.2128437012434006,1.4726889729499817,2.8802158683538437,0.0065198615193367004,0.6462191380560398,0.8248175182481752,0.30637144148215095,0.44678747940691926,2.126455545425415,1.5029128789901733,2.8279393911361694,0.005746781826019287,0.5378528833389282,0.8681318681318682,0.5984848484848485,0.7085201793721972
2.1805646419525146,1.4552200436592102,2.8934695720672607,0.006267167627811432,0.6338008902966976,0.8467153284671532,0.3309557774607703,0.47589743589743594,2.116402506828308,1.4988938570022583,2.8311169147491455,0.006117701530456543,0.528081625699997,0.8571428571428571,0.6190476190476191,0.7188940092165899
2.147342398762703,1.4394279941916466,2.8884199112653732,0.005759149789810181,0.621496319770813,0.8150851581508516,0.3428863868986694,0.48270893371757934,2.069901704788208,1.472068727016449,2.7491942644119263,0.005683600902557373,0.5135619044303894,0.8571428571428571,0.6554621848739496,0.7428571428571429
