train_L,train_nll,train_kld,train_mmd,train_pheno,train_precision,train_recall,train_f1,valid_L,valid_nll,valid_kld,valid_mmd,valid_pheno,valid_precision,valid_recall,valid_f1
3.816464588046074,2.6265356689691544,2.3929186165332794,0.014262363314628601,1.0235186778008938,0.9051094890510949,0.0733800177532301,0.13575403704041603,4.7991673946380615,3.048160433769226,0.31368617713451385,0.07480263710021973,1.00059175491333,1.0,0.061155913978494625,0.11526282457251426
3.3187414407730103,2.214751213788986,2.6092685759067535,0.009570032358169556,0.9822929166257381,0.9635036496350365,0.0828711938892958,0.15261585894594856,4.064210891723633,2.3445123434066772,0.31229715049266815,0.07274550199508667,0.9898482859134674,1.0,0.061155913978494625,0.11526282457251426
3.13242207467556,2.0704129934310913,2.6041542142629623,0.008451536297798157,0.9515367075800896,0.9683698296836983,0.08622183708838821,0.1583449373383728,3.7211884260177612,2.1516460180282593,0.33696697652339935,0.06072366237640381,0.9595434963703156,1.0,0.061155913978494625,0.11526282457251426
2.9658182561397552,1.9259940087795258,2.7255502939224243,0.008046336472034454,0.9321858212351799,0.9501216545012166,0.08688396929580598,0.159209051065131,3.2630019187927246,2.0210574865341187,0.7077808678150177,0.03266000747680664,0.9085931479930878,1.0,0.06254295532646048,0.11772315653298836
2.7979610562324524,1.7758142948150635,2.8148757368326187,0.00782053917646408,0.915870800614357,0.9562043795620438,0.09055299539170507,0.1654388549778994,2.847087025642395,1.8625709414482117,1.6872462630271912,0.01293325424194336,0.838440328836441,1.0,0.0834862385321101,0.15410668924640136
2.668092891573906,1.669851891696453,2.854665994644165,0.00735049694776535,0.896262876689434,0.9549878345498783,0.09565005483124163,0.1738841510687784,2.6235599517822266,1.7184976935386658,2.352178692817688,0.00863659381866455,0.7952609658241272,1.0,0.10224719101123596,0.18552497451580022
2.5740381330251694,1.6002130135893822,2.9064430445432663,0.006909236311912537,0.8757374063134193,0.9586374695863747,0.09925683335432674,0.1798881406232165,2.520067572593689,1.6364651918411255,2.5929558277130127,0.007728636264801025,0.7804637551307678,1.0,0.10794780545670225,0.1948608137044968
2.5076806843280792,1.5534148663282394,2.926907107234001,0.006755426526069641,0.8575100861489773,0.9562043795620438,0.10366657873911897,0.1870537839124227,2.436495065689087,1.5849270224571228,2.5488085746765137,0.006787776947021484,0.7582702040672302,1.0,0.11577608142493638,0.20752565564424172
2.4560679346323013,1.523443080484867,2.885665148496628,0.0062888190150260925,0.8409428969025612,0.9537712895377128,0.10888888888888888,0.19546247818499127,2.382546305656433,1.5445500016212463,2.84879207611084,0.006122887134552002,0.7483407258987427,1.0,0.11848958333333333,0.21187427240977882
2.4132106006145477,1.4953351840376854,2.915099322795868,0.006004847586154938,0.8287360221147537,0.962287104622871,0.11334002006018054,0.2027945135239072,2.3396637439727783,1.524064064025879,2.7913111448287964,0.006510794162750244,0.7226436734199524,1.0,0.1324599708879185,0.23393316195372754
2.3717090487480164,1.4715128764510155,2.9267645478248596,0.006131455302238464,0.809675257652998,0.962287104622871,0.11737646535094227,0.2092315831239254,2.299941897392273,1.4951019287109375,2.6956194639205933,0.006282448768615723,0.7151220440864563,1.0,0.13871951219512196,0.24364123159303885
2.338685527443886,1.4547725096344948,2.9570367634296417,0.006154544651508331,0.7928587198257446,0.9549878345498783,0.12344708287466583,0.21863250243698648,2.2497146129608154,1.4708606600761414,2.902844548225403,0.006015419960021973,0.6897313892841339,0.989010989010989,0.15025041736227046,0.2608695652173913
2.3077555149793625,1.4374199584126472,2.975085973739624,0.006343476474285126,0.7772133275866508,0.940389294403893,0.130222371967655,0.22876590707309855,2.2223974466323853,1.451287865638733,3.0261555910110474,0.0047934651374816895,0.6929612755775452,0.989010989010989,0.15358361774744028,0.2658788774002954
2.280102178454399,1.4252994731068611,3.0010063499212265,0.005689650774002075,0.7679530419409275,0.9428223844282239,0.13325309491059148,0.23350406749020788,2.2000237703323364,1.4417433142662048,3.1165701150894165,0.004974424839019775,0.6774201989173889,1.0,0.1663619744058501,0.28526645768025083
2.2508117705583572,1.4113730266690254,2.9299230575561523,0.005768202245235443,0.7525151744484901,0.948905109489051,0.1406926406926407,0.24505183788878418,2.1620291471481323,1.423683226108551,3.0252093076705933,0.005152583122253418,0.6566195487976074,0.989010989010989,0.18255578093306288,0.3082191780821918
2.2224996238946915,1.3919767141342163,2.9853708148002625,0.00557246059179306,0.7450003586709499,0.9367396593673966,0.1442758103803635,0.2500405910050333,2.145103693008423,1.410869836807251,2.8523168563842773,0.006087005138397217,0.6449013948440552,1.0,0.2026726057906459,0.3370370370370371
2.195020630955696,1.3853001296520233,2.9695422649383545,0.005715087056159973,0.7229313664138317,0.9525547445255474,0.1566626650660264,0.2690721649484536,2.11490797996521,1.3988804817199707,2.8977049589157104,0.006331741809844971,0.6237963736057281,0.989010989010989,0.23076923076923078,0.37422037422037424
2.181218385696411,1.381380833685398,2.997185006737709,0.005544103682041168,0.7144801020622253,0.9379562043795621,0.16075896580483737,0.27447490210039166,2.0911190509796143,1.3946599960327148,2.9321577548980713,0.0045623779296875,0.621559351682663,0.989010989010989,0.25280898876404495,0.4026845637583893
2.1581014841794968,1.366101510822773,2.998892590403557,0.005434371531009674,0.7077216990292072,0.9294403892944039,0.16244950031894537,0.2765610859728507,2.064229726791382,1.3807462453842163,2.862100124359131,0.005395650863647461,0.6009598672389984,0.989010989010989,0.3082191780821918,0.46997389033942555
