train_L,train_nll,train_kld,train_mmd,train_pheno,train_precision,train_recall,train_f1,valid_L,valid_nll,valid_kld,valid_mmd,valid_pheno,valid_precision,valid_recall,valid_f1
4.0629734843969345,2.685093268752098,1.9494356364011765,0.022243045270442963,1.1361778527498245,0.24087591240875914,0.0782608695652174,0.11813842482100238,5.035444974899292,3.1000165939331055,0.2279871702194214,0.08641636371612549,1.0698492527008057,0.0,0.0,0.0
3.396723210811615,2.211460769176483,2.240167960524559,0.011397123336791992,1.0490035004913807,0.2542579075425791,0.09743589743589744,0.1408830468486687,4.190814256668091,2.3358203172683716,0.23189104348421097,0.08234381675720215,1.0300602912902832,0.0,0.0,0.0
3.1751455068588257,2.07597803324461,2.4440838992595673,0.009841129183769226,0.9764137789607048,0.21046228710462286,0.0823417420276059,0.11837153609305509,3.8245056867599487,2.1482675075531006,0.2826405167579651,0.0686156153678894,0.9879418909549713,0.0,0.0,0.0
3.0100634545087814,1.9488970339298248,2.628558561205864,0.008858248591423035,0.94638691842556,0.18369829683698297,0.07676664972038638,0.1082825385442811,3.36860990524292,2.0266499519348145,0.6723209619522095,0.04293268918991089,0.9063391089439392,0.0,0.0,0.0
2.8128760904073715,1.801896795630455,2.6820549368858337,0.007988184690475464,0.9043568037450314,0.2141119221411192,0.10173410404624278,0.13793103448275862,2.918347954750061,1.8834465742111206,1.694301724433899,0.01603221893310547,0.8577964901924133,0.01098901098901099,0.017241379310344827,0.01342281879194631
2.66876882314682,1.6839491501450539,2.76759172976017,0.008168794214725494,0.8755374923348427,0.20802919708029197,0.11752577319587629,0.15019762845849802,2.667656183242798,1.7396987676620483,2.4215760231018066,0.008753001689910889,0.8162992596626282,0.0,0.0,0.0
2.561931774020195,1.612389586865902,2.783857524394989,0.007816225290298462,0.8436195328831673,0.19464720194647203,0.11851851851851852,0.14732965009208102,2.5354617834091187,1.6468152403831482,2.6004170179367065,0.008087575435638428,0.7818474173545837,0.0,0.0,0.0
2.4936333894729614,1.5721900388598442,2.8365552872419357,0.007829375565052032,0.8148623183369637,0.18856447688564476,0.12684124386252046,0.15166340508806261,2.4575321674346924,1.5961359739303589,2.8329662084579468,0.00844341516494751,0.7487168610095978,0.0,0.0,0.0
2.434890240430832,1.5373516008257866,2.8782922327518463,0.00743720680475235,0.7944580279290676,0.170316301703163,0.1289134438305709,0.14675052410901465,2.4040255546569824,1.5616203546524048,2.9691100120544434,0.0076882243156433105,0.7359087467193604,0.0,0.0,0.0
2.3796504884958267,1.5143463015556335,2.9214624762535095,0.006295979022979736,0.7731927260756493,0.18856447688564476,0.14719848053181386,0.16533333333333333,2.3303133249282837,1.5336846113204956,2.80378258228302,0.006806731224060059,0.7005915939807892,0.0,0.0,0.0
2.329947128891945,1.491166152060032,2.97433440387249,0.006453022360801697,0.7445719428360462,0.18369829683698297,0.16538882803943045,0.17406340057636888,2.2890090942382812,1.516635000705719,2.8688544034957886,0.007218122482299805,0.6715766191482544,0.0,0.0,0.0
2.2947863787412643,1.4706842824816704,2.9510225504636765,0.006255656480789185,0.7320978380739689,0.16423357664233576,0.1618705035971223,0.16304347826086957,2.2337313890457153,1.4938470125198364,2.829558253288269,0.0051839351654052734,0.6598013341426849,0.0,0.0,0.0
2.261669844388962,1.4522567838430405,2.942765235900879,0.006080344319343567,0.7192427515983582,0.18248175182481752,0.18315018315018314,0.18281535648994512,2.2101305723190308,1.4701136350631714,2.816983222961426,0.007389545440673828,0.6380256116390228,0.0,0.0,0.0
2.2218211591243744,1.4395445883274078,2.9517562687397003,0.006027489900588989,0.6925443783402443,0.17639902676399027,0.20480225988700565,0.1895424836601307,2.1558793783187866,1.4550309777259827,2.9748841524124146,0.005272865295410156,0.618423581123352,0.0,0.0,0.0
2.1975477039813995,1.4280910044908524,2.9664347916841507,0.0059322938323020935,0.6805286966264248,0.1654501216545012,0.20481927710843373,0.18304172274562583,2.1236571073532104,1.4415090084075928,2.905513286590576,0.006305336952209473,0.5901026427745819,0.0,0.0,0.0
2.165153130888939,1.4104519709944725,2.946385234594345,0.0057382285594940186,0.667912445962429,0.17274939172749393,0.2486865148861646,0.20387652548456567,2.096356987953186,1.43152916431427,2.850648283958435,0.005976974964141846,0.5766113698482513,0.0,0.0,0.0
2.1329246163368225,1.396360605955124,2.969742074608803,0.005793757736682892,0.6489869989454746,0.18004866180048662,0.26618705035971224,0.21480406386066764,2.051449179649353,1.4131876826286316,2.8693034648895264,0.005605638027191162,0.5535682141780853,0.0,0.0,0.0
2.112603023648262,1.385334089398384,2.9951571375131607,0.005859434604644775,0.6387816183269024,0.17518248175182483,0.28180039138943247,0.21605401350337586,2.034782648086548,1.4040548205375671,3.0008678436279297,0.005980491638183594,0.5409739911556244,0.0,0.0,0.0
2.0967925637960434,1.3867005705833435,2.9668054431676865,0.00517408549785614,0.6287348195910454,0.17153284671532848,0.3032258064516129,0.21911421911421913,2.007978916168213,1.3995150923728943,2.991544723510742,0.005527496337890625,0.5233287215232849,0.0,0.0,0.0
